,uic_code,code_gare,rg_libelle,alias_libelle_noncontraint,commune_libellemin,latitude_entreeprincipale_wgs84,longitude_entreeprincipale_wgs84
824,0087345009,02143,GARE DOUAI,Douai,Douai,50.371677,3.089986
825,0087545525,01447,GARES B IDF LIGNE C,Dourdan,Dourdan,48.533466,2.009643
826,0087540179,01494,GARES B IDF LIGNE C,Dourdan La Forêt,Dourdan,48.535314,1.994908
827,0087345165,02133,GARES B NORD PAS DE CALAIS,Dourges,Dourges,50.43192,2.98697
828,0087595280,01110,GARES C AQUITAINE,Douzillac,Douzillac,45.0794691,0.4173893
829,0087694554,03120,GARES C BOURGOGNE,Dracy-St-Loup,,,
830,0087271403,02550,GARES B IDF LIGNE B,Drancy,Drancy,48.93298,2.45497
831,0087756775,00215,GARES C COTE AZUR,Drap - Cantaron,Trinité,43.7599599,7.3168739
832,0087476770,01661,GARES C PAYS DE LA LOIRE,Drefféac,Drefféac,47.4817568,-2.0503661
833,0087316075,02254,GARES C PICARDIE,Dreuil-lès-Amiens,Dreuil-lès-Amiens,49.91444,2.23091
834,0087393488,01962,GARES B CENTRE,Dreux,Dreux,48.7314561,1.3701604
835,0087212357,02646,GARES B ALSACE,Drusenheim,Drusenheim,48.7659128,7.9478463
836,0087571612,01411,GARES C CENTRE,Druye,Druye,47.3070191,0.5354805
837,0087697342,03214,GARES B IDF LIGNE T11,Dugny - La Courneuve T11,Courneuve,48.94390,2.41150
838,0087281006,02445,GARE DUNKERQUE,Dunkerque,Dunkerque,51.030470,2.368961
839,0087214536,02594,GARES B ALSACE,Duppigheim,Duppigheim,48.5439674,7.5868091
840,0087641449,00912,GARES C AUVERGNE,Durtol - Nohanent,Durtol,45.7947707,3.048557
841,0087214544,02593,GARES B ALSACE,Duttlenheim,Duttlenheim,48.5453531,7.5661529
842,0087281469,02428,GARES C NORD PAS DE CALAIS,Ebblinghem,Ebblinghem,50.7306459,2.409148
843,0087214106,02613,GARES C ALSACE,Ebersheim,Ebersheim,48.3099953,7.494471
844,0087191379,02732,GARES C LORRAINE,Ébersviller,Ébersviller,49.2747715,6.4111622
845,0087725895,00492,GARES B ALPES,Échirolles,Échirolles,45.153022,5.718943
846,0087710731,00687,GARES C FRANCHE COMTE,École-Valentin,École-Valentin,47.2749834,5.9944745
847,0087396564,01892,GARES B PAYS DE LA LOIRE,Écommoy,Écommoy,47.8246286,0.2691867
848,0087444547,01799,GARES C BASSE NORMANDIE,Écouché,Écouché-les-Vallées,48.7151009,-0.1209574
849,0087276394,02482,GARES B IDF LIGNE H,Écouen - Ézanville,Ézanville,49.02273,2.36325
850,0087484113,01584,GARES C PAYS DE LA LOIRE,Écouflant,Écouflant,47.5039036,-0.5194782
851,0087721506,00571,GARES B RHONE ALPES,Ecully - Tassin,Tassin-la-Demi-Lune,45.7657162,4.7795238
852,0087594168,01152,GARES C LIMOUSIN,Égletons,Égletons,45.4023816,2.0651243
853,0087545475,01452,GARES B IDF LIGNE C,Égly,Égly,48.582364,2.222138
854,0087597153,01081,GARES C CENTRE,Éguzon-Chantôme,Éguzon-Chantôme,46.4397694,1.5521707
855,0087214239,02605,GARES C ALSACE,Eichhoffen,Eichhoffen,48.3824829,7.4495524
856,0087141200,02987,GARES C LORRAINE,Einvaux,Einvaux,48.5034859,6.3932959
857,0087411173,01881,GARES B HAUTE NORMANDIE,Elbeuf - Saint-Aubin,Saint-Aubin-lès-Elbeuf,49.302766,1.009930
858,0087784207,00038,GARES C LANGUEDOC ROUSSILLON,Elne,Elne,42.5971138,2.9635851
859,0087144436,02916,GARES C LORRAINE,Éloyes,Éloyes,48.087067,6.6001593
860,0087763466,00158,GARES B PROV ALPES,Embrun,Embrun,44.567008,6.496773
861,0087116046,03046,GARES B IDF LIGNE E,Émerainville - Pontault-Combault,Pontault-Combault,48.806034,2.618004
862,0087193805,02677,GARES C LORRAINE,Enchenberg,Enchenberg,49.01614,7.33372
863,0087276022,02515,GARES B IDF LIGNE H,Enghien-les-Bains,Enghien-les-Bains,48.97309,2.30699
864,0087287276,02372,GARES C NORD PAS DE CALAIS,Ennevelin,Ennevelin,50.5492981,3.1586612
865,0087765826,00131,GARES C PROV ALPES,Entraigues-sur-la-Sorgue,Entraigues-sur-la-Sorgue,44.0054278,4.9226971
866,0087214528,02595,GARES B ALSACE,Entzheim Aéroport,Entzheim,48.54699,7.62794
867,0087485276,01562,GARES C POITOU CHARENTES,Epannes,Fors,,
868,0087575357,01347,GARES C POITOU CHARENTES,Épanvilliers,Blanzay,46.2254951,0.2357576
869,0087171553,02892,GARES B CHAMPAGNE ARDENNE,Épernay,Épernay,49.046289,3.959798
870,0087394114,01937,GARES B CENTRE,Épernon,Épernon,48.6052471,1.6812578
871,0087214221,02606,GARES C ALSACE,Epfig,Epfig,48.3637643,7.4504053
872,0087741280,00406,GARES C ALPES,Épierre - Saint-Léger,Épierre,45.457027,6.292521
873,0087144006,02945,GARES B LORRAINE,Épinal,Épinal,48.178005,6.441787
874,0087697300,02558,GARES B IDF LIGNE H,Épinay - Villetaneuse T11,Épinay-sur-Seine,,
875,0087271122,02558,GARES B IDF LIGNE H,Épinay - Villetaneuse,Épinay-sur-Seine,48.95838,2.32865
876,0087545228,01464,GARES B IDF LIGNE C,Épinay-sur-Orge,Épinay-sur-Orge,48.66952,2.33182
877,0087697292,02557,GARES B IDF LIGNE C,Épinay-sur-Seine T11,Épinay-sur-Seine,,
878,0087271148,02557,GARES B IDF LIGNE C,Épinay-sur-Seine,Épinay-sur-Seine,48.9542084,2.3026142
879,0087276147,02505,Gares C Ile-de-France,Épluches,Saint-Ouen-l'Aumône,49.0549329,2.1225973
880,0087386763,02007,GARES B IDF LIGNE J,Épône - Mézières,Épône,48.9631225,1.8085932
881,0087413732,01848,GARES C HAUTE NORMANDIE,Épouville,Épouville,49.563814,0.2236662
882,0087381418,02077,GARES B IDF LIGNE J,Éragny - Neuville,Éragny,49.01824,2.09104
883,0087590356,01207,GARES C PAYS DE LA LOIRE,Erdre-Active,Chapelle-sur-Erdre,47.2830678,-1.5446088
884,0087534131,02513,GARES B IDF LIGNE H,Ermont - Eaubonne Ligne J,Ermont,48.98032,2.27176
885,0087276055,02513,GARES B IDF LIGNE H,Ermont - Eaubonne,Ermont,48.9803322,2.2712294
886,0087276584,02465,GARES B IDF LIGNE H,Ermont Halte,Ermont,48.98980,2.26323
887,0087784843,00010,GARES C LANGUEDOC ROUSSILLON,Err,Err,42.442777,2.0290375
888,0087214148,02609,GARES B ALSACE,Erstein,Erstein,48.4229857,7.6387869
889,0087116327,03028,GARES B IDF LIGNE P,Esbly,Esbly,48.90314191,2.81059946
890,0087611707,01023,GARES C MIDI PYRENEES,Escalquens,Escalquens,43.5170958,1.5422774
891,0087345496,02114,GARES C NORD PAS DE CALAIS,Escaudœuvres,Escaudœuvres,50.1918249,3.2754949
892,0087272096,02520,GARES C PICARDIE,Esches,Esches,49.2125205,2.1708125
893,0087281113,02441,GARES B NORD PAS DE CALAIS,Esquelbecq,Esquelbecq,50.8894369,2.4121536
894,0087681601,00826,GARES B IDF LIGNE D,Essonnes Robinson,Corbeil-Essonnes,48.606095,2.463701
895,0087784827,00012,GARES C LANGUEDOC ROUSSILLON,Estavar,Estavar,42.4632434,2.0179071
896,0087313387,02292,GARES C PICARDIE,Estrées-Saint-Denis,Estrées-Saint-Denis,49.4382161,2.642402
897,0087722579,00542,GARES C RHONE,Estressin,Vienne,45.540285,4.868273
898,0087571422,01422,GARES C CENTRE,Esvres sur Indre,Esvres,47.2841016,0.7816519
899,0087175794,02824,GARES C LORRAINE,Étain,Étain,49.2074907,5.6398079
900,0087413328,01858,GARES C HAUTE NORMANDIE,Étainhus - Saint-Romain,Étainhus,49.5612151,0.3310234
901,0087718536,00603,GARES C FRANCHE COMTE,Étalans,Étalans,47.155884,6.2706173
902,0087545137,01473,GARES B IDF LIGNE C,Étampes,Étampes,48.436661,2.159468
903,0087694141,00745,GARES C BOURGOGNE,Étang-sur-Arroux,Étang-sur-Arroux,46.8679082,4.1838415
904,0087317065,02237,GARES B NORD PAS DE CALAIS,Étaples - Le Touquet,Étaples,50.51686,1.64231
905,0087683201,00787,GARES C BOURGOGNE,Étigny - Véron,Étigny,48.1386835,3.2904186
906,0087144642,02912,GARES C LORRAINE,Étival-Clairefontaine,Étival-Clairefontaine,48.3671987,6.8769607
907,0087545145,01472,GARES B IDF LIGNE C,Étréchy,Étréchy,48.493727,2.194323
908,0087484154,01581,GARES C PAYS DE LA LOIRE,Étriché - Châteauneuf,Étriché,47.6567082,-0.4608993
909,0087317537,02211,GARES C HAUTE NORMANDIE,Eu,Eu,50.0541988,1.416837
910,0087316760,02240,GARES C HAUTE NORMANDIE,Eu-la-Mouillette,,,
911,0087175141,02832,GARES C CHAMPAGNE ARDENNE,Eurville,Eurville-Bienville,48.5828713,5.0449583
912,0087641829,03121,GARES C LIMOUSIN,Évaux-les-Bains,,,
913,0087745679,00359,GARES B ALPES,Évian-les-Bains,Évian-les-Bains,46.397915,6.577457
914,0087387001,02006,GARE EVREUX EMBRANCHEMENT,Évreux Normandie,Évreux,49.018748,1.149629
915,0087478552,01639,GARES B PAYS DE LA LOIRE,Évron,Évron,48.155501,-0.397338
916,0087681361,00837,GARES B IDF LIGNE D,Évry Val de Seine,Évry-Courcouronnes,48.63442,2.45209
917,0087681387,00835,GARES B IDF LIGNE D,Évry-Courcouronnes,Évry-Courcouronnes,48.625507,2.428581
918,0087592881,01158,GARES C POITOU CHARENTES,Exideuil,Exideuil-sur-Vienne,45.8863256,0.6666933
919,0087641241,00925,GARES C LIMOUSIN,Eygurande - Merlines,Merlines,45.6453146,2.4610021
920,0087592121,01196,GARES C LIMOUSIN,Eymoutiers Vassivière,Eymoutiers,45.7397876,1.7412237
921,0087756387,00222,GARES B COTE AZUR,Èze,Èze,43.7221842,7.3568031
922,0087316190,02251,GARES C PICARDIE,Famechon,,,
923,0087342527,02160,GARES C NORD PAS DE CALAIS,Farbus,Farbus,50.357641,2.8310408
924,0087193516,02691,GARES C LORRAINE,Farébersviller,Farébersviller,49.1181603,6.8618926
925,0087116277,03033,GARES B IDF LIGNE P,Faremoutiers - Pommeuse,Pommeuse,48.808494,2.993109
926,0087193524,02690,GARES C LORRAINE,Farschviller,Farschviller,49.0878773,6.9080815
927,0087576173,01330,GARES B CENTRE,Faubourg d'Orléans,Romorantin-Lanthenay,47.3669948,1.7403794
928,0087193359,02693,GARES B LORRAINE,Faulquemont,Faulquemont,49.0453391,6.6039774
929,0087413542,01852,GARES B HAUTE NORMANDIE,Fécamp,Fécamp,49.759277,0.375287
930,0087212266,02653,GARES B ALSACE,Fegersheim - Lipsheim,Lipsheim,48.4905892,7.6724806
931,0087182626,02779,GARES C ALSACE,Fellering,Fellering,47.8975893,6.9871347
932,0087597849,01071,GARES C LIMOUSIN,Felletin,Felletin,45.8864021,2.169543
933,0087611962,01004,GARES C MIDI PYRENEES,Fenouillet - Saint-Alban,Fenouillet,43.6840517,1.4018103
934,0087172874,02849,GARES C CHAMPAGNE ARDENNE,Fépin,Fépin,50.0234644,4.7266156
935,0087684241,00758,GARES C CENTRE,Ferrières - Fontenay,Fontenay-sur-Loing,48.0964767,2.7726332
936,0087316752,02241,GARES C PICARDIE,Feuquerolles,Feuquières-en-Vimeu,50.0648443,1.605574
937,0087313742,02267,GARES C PICARDIE,Feuquières - Broquiers,Feuquières,49.6545751,1.8305169
938,0087317503,02214,GARES C PICARDIE,Feuquières - Fressenneville,Feuquières-en-Vimeu,50.0632646,1.5890574
939,0087726877,00464,GARES B RHONE ALPES,Feurs,Feurs,45.744156,4.230573
940,0087722538,00546,GARES B RHONE ALPES,Feyzin,Feyzin,45.6658584,4.8531349
941,0087613091,00996,GARES B MIDI PYRENEES,Figeac,Figeac,44.603515,2.037355
942,0087726729,00474,GARES B RHONE ALPES,Firminy,Firminy,45.391625,4.286430
943,0087171330,02898,GARES B CHAMPAGNE ARDENNE,Fismes,Fismes,49.310665,3.682130
944,0087613067,03122,,Flaujac,,,
945,0087296871,02331,GARES C PICARDIE,Flavy-le-Martel,Flavy-le-Martel,49.7187375,3.1905076
946,0087181040,02819,GARES C ALSACE,Flaxlanden,Flaxlanden,47.6986924,7.3044703
947,0087448001,01777,GARES B BASSE NORMANDIE,Flers,Flers,48.744785,-0.573216
948,0087721563,00565,GARES B RHONE ALPES,Fleurieux-sur-l'Arbresle,Fleurieux-sur-l'Arbresle,45.8449944,4.6603815
949,0087725663,00504,GARES C BOURGOGNE,Fleurville - Pont-de-Vaux,Fleurville,46.4509279,4.8840722
950,0087696633,00691,GARES C BOURGOGNE,Flez-Cuzy - Tannay,Tannay,47.3630583,3.6149926
951,0087613026,03123,GARES C MIDI PYRENEES,Floirac (Lot),,,
952,0087576108,01336,GARES C CENTRE,Foëcy,Foëcy,47.1756905,2.1625062
953,0087611616,01030,GARES B MIDI PYRENEES,Foix,Foix,42.969746,1.607147
954,0087447649,01781,GARES C BASSE NORMANDIE,Folligny,Folligny,48.8299461,-1.4072231
955,0087775379,00096,GARES C LANGUEDOC ROUSSILLON,Fons - Saint-Mamert,Fons,43.9073195,4.2066687
956,0087784819,00013,GARES C LANGUEDOC ROUSSILLON,Font-Romeu-Odeillo-Via,Font-Romeu-Odeillo-Via,42.4912317,2.0383917
957,0087316463,03124,GARES C PICARDIE,Fontaine-Lavaganne,,,
958,0087682427,00801,Gares C Ile-de-France,Fontaine-le-Port,Fontaine-le-Port,48.4871358,2.7514043
959,0087682211,00808,GARES B IDF LIGNE R,Fontainebleau - Avon,Avon,48.416371,2.726340
960,0087713586,00655,GARES C BOURGOGNE,Fontaines - Mercurey,Fontaines,46.8512109,4.7750693
961,0087491159,01517,GARES C POITOU CHARENTES,Fontaines-d'Ozillac,Fontaines-d'Ozillac,45.3872162,-0.3836092
962,0087756858,00208,GARES C COTE AZUR,Fontan - Saorge,Fontan,43.9966378,7.5516262
963,0087393405,01970,GARES B IDF LIGNE N,Fontenay-le-Fleury,Fontenay-le-Fleury,48.8074032,2.0404603
964,0087141051,02998,GARES C LORRAINE,Fontenoy-sur-Moselle,Fontenoy-sur-Moselle,48.711721,5.9803654
965,0087784769,00018,GARES C LANGUEDOC ROUSSILLON,Fontpédrouse,Fontpédrouse,42.5138062,2.1886585
966,0087193003,02699,GARES B LORRAINE,Forbach,Forbach,49.1892278,6.9013184
967,0087411389,01871,GARES C HAUTE NORMANDIE,Forges-les-Eaux,Foucart,,
968,0087313833,02262,GARES C PICARDIE,Formerie,Formerie,49.6542178,1.7229081
969,0087485326,01560,GARES C POITOU CHARENTES,Fors,Fors,46.2345203,-0.4069449
970,0087753442,00266,GARES C PROV ALPES,Fos-sur-Mer,Fos-sur-Mer,43.428029,4.974579
971,0087413377,01854,GARES C HAUTE NORMANDIE,Foucart - Alvimare,Foucart,49.608289,0.5969601
972,0087214734,02580,GARES C ALSACE,Fouday,Fouday,48.4248874,7.1874246
973,0087141036,03000,GARES C LORRAINE,Foug,Foug,48.6792561,5.7912761
974,0087471201,01757,GARES C BRETAGNE,Fougeray - Langon,Langon,47.7297956,-1.8510921
975,0087486316,01545,GARES C PAYS DE LA LOIRE,Fougeré,Fougeré,46.6653044,-1.2319718
976,0087313841,02261,GARES C PICARDIE,Fouilloy,Fouilloy,49.7366368,1.8260404
977,0087342204,02177,GARES C NORD PAS DE CALAIS,Fouquereuil,Fouquereuil,50.5255091,2.6074449
978,0087696229,00709,GARES C BOURGOGNE,Fourchambault,Fourchambault,47.0189684,3.0873673
979,0087295048,02366,GARES B NORD PAS DE CALAIS,Fourmies,Fourmies,50.01541,4.05357
980,0087696518,03125,,Fours,,,
981,0087726737,00473,GARES C RHONE,Fraisses - Unieux,Fraisses,45.3948228,4.2610375
982,0087417444,01830,GARES C CHAMPAGNE ARDENNE,Franchet d'Esperey,Reims,49.2425356,4.013869
983,0087722702,00538,GARES C RHONE,Francheville,Francheville,45.7336473,4.7693729
984,0087276071,02511,GARES B IDF LIGNE H,Franconville - Le Plessis-Bouchard,Franconville,48.99358,2.23514
985,0087718304,00616,GARES C FRANCHE COMTE,Franois,Franois,47.2273609,5.937498
986,0087715136,00639,GARES B FRANCHE COMTE,Frasne,Frasne,46.857596,6.157767
987,0087113894,03051,GARES B IDF LIGNE T4,Freinville Sevran,Sevran,48.926637,2.519019
988,0087191395,02730,GARES C LORRAINE,Freistroff,Freistroff,49.2780593,6.4926709
989,0087757500,00203,GARES B COTE AZUR,Fréjus,Fréjus,43.432032,6.732941
990,0087757518,00202,GARES C COTE AZUR,Fréjus - Saint-Raphael Autotrain,Fréjus,43.4288632,6.7551022
991,0087444182,01815,GARES C BASSE NORMANDIE,Frénouville - Cagny,Frénouville,49.1411192,-0.2603256
992,0087276659,02458,GARES B IDF LIGNE H,Frépillon,Frépillon,49.04620,2.19717
993,0087296293,02340,GARES C PICARDIE,Fresnoy-le-Grand,Fresnoy-le-Grand,49.9501964,3.43268
994,0087345462,03126,GARES C NORD PAS DE CALAIS,Fressies,,,
995,0087574533,01377,GARES C CENTRE,Fréteval - Morée,Fréteval,47.8919172,1.211813
996,0087286641,02394,GARES C NORD PAS DE CALAIS,Fretin,Fretin,50.5599254,3.1495133
997,0087342212,02176,GARES C NORD PAS DE CALAIS,Frévin-Capelle,Frévin-Capelle,50.3473177,2.6338262
998,0087592360,01182,GARES C LIMOUSIN,Fromental,Fromental,46.1715646,1.4324317
999,0087142240,02952,GARES C CHAMPAGNE ARDENNE,Froncles,Froncles,48.2964154,5.1419387
1000,0087741629,00396,GARES C ALPES,Frontenex,Frontenex,45.6305461,6.3140556
1001,0087773556,00119,GARES B LANGUEDOC ROUSSILLON,Frontignan,Frontignan,43.444934,3.758689
1002,0087175075,02836,GARES C CHAMPAGNE ARDENNE,Fronville,Fronville,48.4001829,5.1564405
1003,0087141077,02996,GARES C LORRAINE,Frouard,Frouard,48.75545,6.14411
1004,0087473876,01703,GARES C BRETAGNE,Frynaudour,Plourivo,48.7275919,-3.1284527
1005,0087172098,02867,GARES C CHAMPAGNE ARDENNE,Fumay,Fumay,49.986048,4.692600
1006,0087324095,02203,GARES B POITOU CHARENTES,Futuroscope,Chasseneuil-du-Poitou,46.669918,0.377209
1007,0087765446,00137,GARES C PROV ALPES,Gadagne,Châteauneuf-de-Gadagne,43.9296817,4.9568087
1008,0087113514,03065,GARES B IDF LIGNE E,Gagny,Gagny,48.883125,2.527106
1009,0087615252,00962,GARES B MIDI PYRENEES,Gaillac,Gaillac,43.905969,1.894855
1010,0087415620,01837,GARES B HAUTE NORMANDIE,Gaillon - Aubevoye,Val d'Hazey,49.174626,1.352461
1011,0087775130,00109,GARES C LANGUEDOC ROUSSILLON,Gallargues-le-Montueux,Gallargues-le-Montueux,43.716229,4.1715027
1012,0087497461,01496,GARES C MIDI PYRENEES,Gallieni Cancéropôle,Toulouse,43.5730877,1.4195801
1013,0087694638,00727,GARES C BOURGOGNE,Galuzot,Saint-Vallier,46.6421069,4.3300578
1014,0087212332,02648,GARES B ALSACE,Gambsheim,Gambsheim,48.6948699,7.8791884
1015,0087775510,00093,GARES C LANGUEDOC ROUSSILLON,Gammal,Générac,,
1016,0087672618,00874,GARES C AQUITAINE,Gan,Gan,43.2335932,-0.391462
1017,0087191742,02719,GARES C LORRAINE,Gandrange - Amnéville,Amnéville,49.2608222,6.1358897
1018,0087732404,00456,GARES C AUVERGNE,Gannat,Gannat,46.0975964,3.2047514
1019,0087313262,02302,GARES C PICARDIE,Gannes,Gannes,49.5723315,2.4370074
1020,0087763003,00163,GARES B PROV ALPES,Gap,Gap,44.563693,6.085638
1021,0087393439,01967,GARES B IDF LIGNE N,Garancières - La Queue,Garancières,48.8106338,1.7647546
1022,0087382259,02044,GARES B IDF LIGNE L,Garches - Marnes-la-Coquette,Garches,48.83839,2.18692
1023,0087691436,00750,GARES C BOURGOGNE,Garchizy,Garchizy,47.0429987,3.0858769
1024,0087751420,00290,GARES B PROV ALPES,Gardanne,Gardanne,43.455992,5.463332
1025,0087584235,01240,GARES C AQUITAINE,Gardonne,Gardonne,44.8347538,0.3319427
1026,0087113860,03054,GARES B IDF LIGNE T4,Gargan,Pavillons-sous-Bois,48.908159,2.517109
1027,0087381566,02069,GARES B IDF LIGNE J,Gargenville,Gargenville,48.98318,1.80890
1028,0087276196,02500,GARES B IDF LIGNE D,Garges - Sarcelles,Garges-lès-Gonesse,48.97663,2.39078
1029,0087491225,01512,GARES C AQUITAINE,Gauriaguet,Gauriaguet,45.0542936,-0.3992689
1030,0087393348,01972,GARES B IDF LIGNE N,Gazeran,Gazeran,48.6259183,1.7718857
1031,0087582403,01283,GARES B BORDEAUX METRO,Gazinet Cestas,Cestas,44.772218,-0.69949
1032,0087212258,02654,GARES C ALSACE,Geispolsheim,Geispolsheim,48.5190515,7.6843578
1033,0087713842,00643,GARES C BOURGOGNE,Gemeaux,Gemeaux,47.478542,5.1293074
1034,0087286807,02389,GARES C NORD PAS DE CALAIS,Genech,Genech,50.5306894,3.2205033
1035,0087694653,00725,GARES C BOURGOGNE,Génelard,Génelard,46.5812177,4.2379965
1036,0087775791,00088,GARES C LANGUEDOC ROUSSILLON,Générac,Générac,43.7324379,4.3434742
1037,0087713313,00667,GARES B BOURGOGNE,Genlis,Genlis,47.244579,5.223406
1038,0087271205,02554,GARES B IDF LIGNE C,Gennevilliers,Gennevilliers,48.93368,2.30699
1039,0087775213,00105,GARES C LANGUEDOC ROUSSILLON,Génolhac,Génolhac,44.3471626,3.9516407
1040,0087171587,02889,GARES C CHAMPAGNE ARDENNE,Germaine,Germaine,49.1277634,4.0228976
1041,0087214254,02603,GARES C ALSACE,Gertwiller,Gertwiller,48.4133621,7.4663166
1042,0087734046,00453,GARES C AUVERGNE,Gerzat,Gerzat,45.8335879,3.1431045
1043,0087476309,01675,GARES C BRETAGNE,Gestel,Gestel,47.8029905,-3.4431341
1044,0087713503,00662,GARES C BOURGOGNE,Gevrey-Chambertin,Gevrey-Chambertin,47.2274694,4.999058
1045,0087684290,00756,GARES B CENTRE,Gien,Gien,47.699088,2.636205
1046,0087576876,01308,GARES C CENTRE,Gièvres,Gièvres,47.2787925,1.6678267
1047,0087594325,01146,GARES C MIDI PYRENEES,Gignac - Cressensac,Gignac,45.0146074,1.4831648
1048,0087381632,02063,GARES C CENTRE,Gilles-Guainville,,,
1049,0087718577,00600,GARES C FRANCHE COMTE,Gilley,Gilley,47.0500626,6.4925676
1050,0087694869,00719,GARES C BOURGOGNE,Gilly-sur-Loire,Gilly-sur-Loire,46.5370137,3.7821607
1051,0087611772,01019,GARES C MIDI PYRENEES,Gimont Cahuzac,Gimont,43.6330525,0.8676246
1052,0087582858,01259,GARES C AQUITAINE,Gironde-sur-Dropt,Gironde-sur-Dropt,44.583292,-0.0920127
1053,0087381244,02080,GARES B HAUTE NORMANDIE,Gisors,Gisors,49.28512,1.78455
1054,0087172130,02863,GARES C CHAMPAGNE ARDENNE,Givet,Givet,50.14025067,4.81798595
1055,0087722405,00548,GARES B RHONE ALPES,Givors,Givors,45.584948,4.766086
1056,0087722439,00547,GARES C RHONE,Givors Canal,Givors,45.5957662,4.7725754
1057,0087415349,01840,GARES C HAUTE NORMANDIE,Glos - Montfort,Glos-sur-Risle,49.2715983,0.6828396
1058,0087757641,00191,GARES B COTE AZUR,Golfe Juan Vallauris,Vallauris,43.566501,7.073578
1059,0087618082,00939,GARES C MIDI PYRENEES,Golfech,Golfech,44.1160495,0.854688
1060,0087747477,00310,GARES B ALPES,Goncelin,Goncelin,45.341941,5.974136
1061,0087755397,00239,GARES C PROV ALPES,Gonfaron,Gonfaron,43.3171516,6.2817644
1062,0087481432,01611,GARES C PAYS DE LA LOIRE,Gorges,Gorges,47.1001487,-1.3058778
1063,0087613141,00994,GARES C MIDI PYRENEES,Gourdon,Gourdon,44.7419445,1.389237
1064,0087473801,01710,GARES C BRETAGNE,Gourland,Grâces,48.5609981,-3.1668191
1065,0087381293,02078,GARES C HAUTE NORMANDIE,Gournay - Ferrières,Ferrières-en-Bray,49.4813674,1.7380891
1066,0087276246,02495,GARES B IDF LIGNE D,Goussainville,Goussainville,49.0240732,2.4632464
1067,0087641126,03127,GARES C AUVERGNE,Gouttières,,,
1068,0087214270,02602,GARES C ALSACE,Goxwiller,Goxwiller,48.4327551,7.4787296
1069,0087212241,02655,GARES C ALSACE,Graffenstaden,Geispolsheim,48.5324375,7.6897861
1070,0087181131,02814,GARES C ALSACE,Graffenwald,Wittelsheim,47.7808232,7.2247908
1071,0087615377,00954,GARES C MIDI PYRENEES,Gragnague,Gragnague,43.696179,1.567731
1072,0087413526,03128,GARES C HAUTE NORMANDIE,Grainville-Ymauville,,,
1073,0087613059,00998,GARES C MIDI PYRENEES,Gramat,Gramat,44.7734284,1.7223028
1074,0087681353,00838,GARES B IDF LIGNE D,Grand Bourg,Ris-Orangis,48.648004,2.435939
1075,0087575233,01351,GARES C POITOU CHARENTES,Grand-Pont-Preuilly,,,
1076,0087718593,03129,,Grand'Combe-Châteleu,,,
1077,0087281311,02436,GARES C NORD PAS DE CALAIS,Grande-Synthe,Grande-Synthe,51.0026884,2.3133547
1078,0087184432,03093,GARES C FRANCHE COMTE,Grandvillars,Grandvillars,47.53763,6.97850
1079,0087313734,02268,GARES C PICARDIE,Grandvilliers,Grandvilliers,49.6593779,1.9384836
1080,0087447680,01780,GARES B BASSE NORMANDIE,Granville,Granville,48.838456,-1.587757
1081,0087757724,00187,GARES B COTE AZUR,Grasse,Grasse,43.653317,6.925524
1082,0087281246,02438,GARES C NORD PAS DE CALAIS,Gravelines,Gravelines,50.978736,2.1232852
1083,0087393645,01947,GARES B IDF LIGNE C,Gravigny Balizy,Longjumeau,48.6851718,2.317846
1084,0087747006,00324,GARE GRENOBLE,Grenoble,Grenoble,45.191493,5.714584
1085,0087747402,00313,GARES B ALPES,Grenoble Universités - Gières,Gières,45.184877,5.784740
1086,0087214593,02589,GARES B ALSACE,Gresswiller,Gresswiller,48.53334,7.42468
1087,0087746107,00356,GARES C ALPES,Grésy-sur-Aix,Grésy-sur-Aix,45.7245161,5.9221751
1088,0087741611,00397,GARES C ALPES,Grésy-sur-Isère,Grésy-sur-Isère,45.594432,6.2588584
1089,0087116012,03049,GARES B IDF LIGNE E,Gretz-Armainvilliers,Gretz-Armainvilliers,48.745440,2.728824
1090,0087316471,03130,GARES C PICARDIE,Grez-Gaudechart,,,
1091,0087681379,00836,GARES B IDF LIGNE D,Grigny Centre,Grigny,48.653430,2.395797
1092,0087722298,00549,GARES C RHONE,Grigny le Sablon,Grigny,45.6072601,4.796144
1093,0087681320,03131,,Grigny-Val-de-Seine,,,
1094,0087611673,01026,GARES C MIDI PYRENEES,Grisolles,Grisolles,43.8269619,1.3023292
1095,0087746248,00351,GARES C ALPES,Groisy - Thorens-Glières,Groisy,46.0111205,6.17568
1096,0087276592,02464,GARES B IDF LIGNE H,Gros Noyer Saint-Prix,Ermont,48.99682,2.25880
1097,0087276360,02485,GARES B IDF LIGNE H,Groslay,Groslay,48.98462,2.35358
1098,0087142265,02951,GARES C CHAMPAGNE ARDENNE,Gudmont,Gudmont-Villiers,48.3382279,5.1408271
1099,0087116269,03034,Gares C Ile-de-France,Guérard - La Celle-sur-Morin,Guérard,48.810588,2.954783
1100,0087597609,01080,GARES C LIMOUSIN,Guéret,Guéret,46.1741863,1.8793855
1101,0087673459,00859,GARES C AQUITAINE,Guéthary,Guéthary,43.4253491,-1.6098615
1102,0087471151,01761,GARES B BRETAGNE,Guichen - Bourg-des-Comptes,Guichen,47.9350963,-1.7601845
1103,0087171736,02880,GARES B PICARDIE,Guignicourt,Villeneuve-sur-Aisne,49.434862,3.961334
1104,0087313452,03132,GARES C PICARDIE,Guillaucourt,,,
